"lat","long","year","pop1","citystate","rape_per100k"
47.96,-122.2,1963,50745,"Everett WA",0
41.13,-73.26,1965,53900,"Fairfield CT",0
41.13,-73.26,1995,54228,"Fairfield CT",0
41.13,-73.26,1989,52066,"Fairfield CT",0
41.13,-73.26,1992,53318,"Fairfield CT",0
41.13,-73.26,1976,59100,"Fairfield CT",0
41.13,-73.26,1970,56487,"Fairfield CT",0
41.13,-73.26,1979,58914,"Fairfield CT",0
41.13,-73.26,1985,55206,"Fairfield CT",0
41.13,-73.26,1964,53032,"Fairfield CT",0
42.49,-83.38,1993,77250,"Farmington Hills MI",0
39.95,-86.02,2009,73538,"Fishers IN",0
43.02,-83.69,1993,139960,"Flint MI",0
38.8,-90.32,1964,50240,"Florissant MO",0
38.8,-90.32,1967,57500,"Florissant MO",0
26.14,-80.14,1988,155694,"Fort Lauderdale FL",0
35.37,-94.38,1962,63309,"Fort Smith AR",0
35.37,-94.38,1960,52991,"Fort Smith AR",0
33.71,-117.95,2001,56000,"Fountain Valley CA",0
42.31,-71.44,1994,66236,"Framingham MA",0
29.67,-82.34,1996,90618,"Gainesville FL",0
29.67,-82.34,1988,89915,"Gainesville FL",0
39.14,-77.22,2002,54219,"Gaithersburg MD",0
39.14,-77.22,2003,56824,"Gaithersburg MD",0
39.14,-77.22,2005,58533,"Gaithersburg MD",0
39.14,-77.22,2009,59440,"Gaithersburg MD",0
39.14,-77.22,2004,57877,"Gaithersburg MD",0
39.14,-77.22,2001,53394,"Gaithersburg MD",0
39.14,-77.22,2006,57856,"Gaithersburg MD",0
39.14,-77.22,2010,59933,"Gaithersburg MD",0
39.14,-77.22,2000,52613,"Gaithersburg MD",0
39.14,-77.22,2008,58302,"Gaithersburg MD",0
39.14,-77.22,2007,58782,"Gaithersburg MD",0
29.3,-94.81,2001,58546,"Galveston TX",0
29.3,-94.81,2002,59795,"Galveston TX",0
42.96,-85.66,1993,192121,"Grand Rapids MI",0
47.5,-111.29,1995,59154,"Great Falls MT",0
47.5,-111.29,1994,59017,"Great Falls MT",0
47.5,-111.29,1998,56641,"Great Falls MT",0
47.5,-111.29,1997,59819,"Great Falls MT",0
47.5,-111.29,1993,57799,"Great Falls MT",0
47.5,-111.29,1996,59819,"Great Falls MT",0
44.52,-87.99,1972,90083,"Green Bay WI",0
44.52,-87.99,1961,62888,"Green Bay WI",0
44.52,-87.99,1969,90000,"Green Bay WI",0
44.52,-87.99,1970,87809,"Green Bay WI",0
44.52,-87.99,1965,82932,"Green Bay WI",0
35.6,-77.37,2009,81814,"Greenville NC",0
35.6,-77.37,2010,84554,"Greenville NC",0
41.04,-73.59,1966,61700,"Greenwich CT",0
41.04,-73.59,1976,63000,"Greenwich CT",0
41.04,-73.59,1974,62500,"Greenwich CT",0
41.04,-73.59,1975,62345,"Greenwich CT",0
41.04,-73.59,1988,58587,"Greenwich CT",0
41.04,-73.59,1986,59351,"Greenwich CT",0
41.04,-73.59,1993,58477,"Greenwich CT",0
41.04,-73.59,1971,60100,"Greenwich CT",0
41.04,-73.59,1969,65000,"Greenwich CT",0
41.04,-73.59,1963,56384,"Greenwich CT",0
41.37,-72.89,1978,50077,"Hamden CT",0
40.09,-74.39,1962,69665,"Hamilton NJ",0
40.09,-74.39,1961,65035,"Hamilton NJ",0
26.2,-97.69,1986,54112,"Harlingen TX",0
26.2,-97.69,1997,58726,"Harlingen TX",0
26.2,-97.69,1988,56310,"Harlingen TX",0
26.2,-97.69,1989,56932,"Harlingen TX",0
26.2,-97.69,1998,59116,"Harlingen TX",0
25.86,-80.3,1988,168586,"Hialeah FL",0
25.86,-80.3,1993,194489,"Hialeah FL",0
25.86,-80.3,1961,66972,"Hialeah FL",0
25.86,-80.3,1962,77151,"Hialeah FL",0
25.86,-80.3,1994,198384,"Hialeah FL",0
35.98,-80,1961,62063,"High Point NC",0
42.06,-88.14,2002,50217,"Hoffman Estates IL",0
42.06,-88.14,2008,53594,"Hoffman Estates IL",0
42.06,-88.14,2005,50018,"Hoffman Estates IL",0
42.06,-88.14,2007,52888,"Hoffman Estates IL",0
42.06,-88.14,2004,50346,"Hoffman Estates IL",0
42.06,-88.14,2009,54100,"Hoffman Estates IL",0
42.06,-88.14,2003,50004,"Hoffman Estates IL",0
42.06,-88.14,2006,52326,"Hoffman Estates IL",0
26.03,-80.16,1988,126666,"Hollywood FL",0
42.21,-72.64,1967,52326,"Holyoke MA",0
21.32,-157.8,1989,848959,"Honolulu HI",0
33.38,-86.82,2005,48718,"Hoover AL",0
33.38,-86.82,2001,47049,"Hoover AL",0
38.41,-82.43,1999,48259,"Huntington WV",0
34.71,-86.63,1960,72365,"Huntsville AL",0
41.66,-91.54,1992,60495,"Iowa City IA",0
41.66,-91.54,1991,60130,"Iowa City IA",0
43.21,-77.57,1967,64800,"Irondequoit NY",0
43.21,-77.57,1963,59718,"Irondequoit NY",0
43.21,-77.57,1961,55337,"Irondequoit NY",0
43.21,-77.57,1962,58893,"Irondequoit NY",0
43.21,-77.57,1968,66381,"Irondequoit NY",0
43.21,-77.57,1960,55337,"Irondequoit NY",0
40.72,-74.23,1962,59032,"Irvington NJ",0
40.72,-74.23,1963,59575,"Irvington NJ",0
40.72,-74.23,1961,59379,"Irvington NJ",0
30.33,-81.66,1988,645024,"Jacksonville FL",0
42.68,-89.02,1998,59724,"Janesville WI",0
41.53,-88.12,1963,66218,"Joliet IL",0
41.53,-88.12,2004,121265,"Joliet IL",0
41.53,-88.12,1997,80465,"Joliet IL",0
41.53,-88.12,1991,77591,"Joliet IL",0
41.53,-88.12,1989,74809,"Joliet IL",0
41.53,-88.12,2003,118111,"Joliet IL",0
41.53,-88.12,2005,127004,"Joliet IL",0
41.53,-88.12,1986,76760,"Joliet IL",0
41.53,-88.12,1994,79860,"Joliet IL",0
41.53,-88.12,1999,92921,"Joliet IL",0
41.53,-88.12,1998,90866,"Joliet IL",0
41.53,-88.12,1993,79487,"Joliet IL",0
41.53,-88.12,1972,79465,"Joliet IL",0
41.53,-88.12,1990,76836,"Joliet IL",0
41.53,-88.12,2001,106133,"Joliet IL",0
41.53,-88.12,2009,146331,"Joliet IL",0
41.53,-88.12,1987,76232,"Joliet IL",0
41.53,-88.12,2006,133606,"Joliet IL",0
41.53,-88.12,1988,77277,"Joliet IL",0
41.53,-88.12,2007,144281,"Joliet IL",0
41.53,-88.12,2000,106221,"Joliet IL",0
41.53,-88.12,2008,145110,"Joliet IL",0
41.53,-88.12,1996,80134,"Joliet IL",0
41.53,-88.12,1992,78182,"Joliet IL",0
41.53,-88.12,2002,107139,"Joliet IL",0
41.53,-88.12,1995,80019,"Joliet IL",0
42.27,-85.59,1997,84032,"Kalamazoo MI",0
42.27,-85.59,1993,81631,"Kalamazoo MI",0
39.12,-94.73,2002,148367,"Kansas City KS",0
39.12,-94.73,1995,143244,"Kansas City KS",0
39.12,-94.73,1996,143635,"Kansas City KS",0
39.12,-94.73,1998,142227,"Kansas City KS",0
39.12,-94.73,2001,147206,"Kansas City KS",0
39.12,-94.73,2003,147391,"Kansas City KS",0
39.12,-94.73,1999,142640,"Kansas City KS",0
39.12,-94.73,1997,144919,"Kansas City KS",0
39.12,-94.73,2000,146866,"Kansas City KS",0
39.12,-94.73,1994,148778,"Kansas City KS",0
29.99,-90.25,1986,74558,"Kenner LA",0
29.99,-90.25,1987,75032,"Kenner LA",0
29.99,-90.25,1988,74252,"Kenner LA",0
42.58,-87.85,1968,78700,"Kenosha WI",0
42.58,-87.85,1966,74966,"Kenosha WI",0
42.58,-87.85,1961,67899,"Kenosha WI",0
42.58,-87.85,1998,88712,"Kenosha WI",0
39.7,-84.15,1960,54462,"Kettering OH",0
39.7,-84.15,1961,54462,"Kettering OH",0
39.7,-84.15,1962,60417,"Kettering OH",0
40.48,-86.13,1978,51898,"Kokomo IN",0
43.83,-91.23,1971,51824,"La Crosse WI",0
43.83,-91.23,1970,51153,"La Crosse WI",0
43.83,-91.23,1967,54000,"La Crosse WI",0
43.83,-91.23,1998,50894,"La Crosse WI",0
43.83,-91.23,1969,55000,"La Crosse WI",0
30.22,-92.03,1963,50312,"Lafayette LA",0
28.04,-81.96,1966,53473,"Lakeland FL",0
28.04,-81.96,1988,65364,"Lakeland FL",0
28.04,-81.96,1996,73538,"Lakeland FL",0
44.68,-93.24,2008,55600,"Lakeville MN",0
44.68,-93.24,2007,54565,"Lakeville MN",0
44.68,-93.24,2006,51828,"Lakeville MN",0
33.85,-118.12,1970,82973,"Lakewood CA",0
33.85,-118.12,1961,67126,"Lakewood CA",0
33.85,-118.12,1962,67893,"Lakewood CA",0
33.85,-118.12,1964,70715,"Lakewood CA",0
33.85,-118.12,1969,87898,"Lakewood CA",0
33.85,-118.12,1965,71300,"Lakewood CA",0
33.85,-118.12,1963,75934,"Lakewood CA",0
33.85,-118.12,1968,87227,"Lakewood CA",0
33.85,-118.12,1966,83773,"Lakewood CA",0
33.85,-118.12,1967,71300,"Lakewood CA",0
33.85,-118.12,1960,67126,"Lakewood CA",0
39.7,-105.11,1998,139469,"Lakewood CO",0
41.48,-81.8,1960,66154,"Lakewood OH",0
41.48,-81.8,1963,65410,"Lakewood OH",0
41.48,-81.8,1962,65620,"Lakewood OH",0
41.48,-81.8,1982,62060,"Lakewood OH",0
41.48,-81.8,1961,66154,"Lakewood OH",0
41.48,-81.8,1969,73000,"Lakewood OH",0
41.48,-81.8,1968,72500,"Lakewood OH",0
40.04,-76.3,1961,61055,"Lancaster PA",0
42.71,-84.55,1993,122601,"Lansing MI",0
27.53,-99.49,1963,65188,"Laredo TX",0
27.91,-82.78,1996,69890,"Largo FL",0
27.91,-82.78,1988,64902,"Largo FL",0
32.34,-106.76,1993,67894,"Las Cruces NM",0
26.17,-80.23,1996,53689,"Lauderhill FL",0
26.17,-80.23,1997,54636,"Lauderhill FL",0
38.96,-95.26,1998,73982,"Lawrence KS",0
38.96,-95.26,1997,72871,"Lawrence KS",0
38.96,-95.26,1993,68255,"Lawrence KS",0
38.96,-95.26,1999,74950,"Lawrence KS",0
38.96,-95.26,1996,72226,"Lawrence KS",0
38.96,-95.26,1995,72030,"Lawrence KS",0
38.96,-95.26,1994,68875,"Lawrence KS",0
42.7,-71.16,1986,64814,"Lawrence MA",0
42.7,-71.16,1985,65207,"Lawrence MA",0
38.04,-84.46,1988,221167,"Lexington KY",0
40.74,-84.11,1966,56841,"Lima OH",0
42.4,-83.37,1993,101847,"Livonia MI",0
40.17,-105.11,2001,72993,"Longmont CO",0
40.17,-105.11,2005,81416,"Longmont CO",0
40.17,-105.11,2004,80163,"Longmont CO",0
38.22,-85.74,1988,285323,"Louisville KY",0
42.64,-71.32,1990,103439,"Lowell MA",0
42.64,-71.32,1992,103122,"Lowell MA",0
42.64,-71.32,1989,94383,"Lowell MA",0
42.64,-71.32,1988,93534,"Lowell MA",0
42.64,-71.32,1991,103088,"Lowell MA",0
42.47,-70.96,1974,88488,"Lynn MA",0
42.43,-71.06,2001,56608,"Malden MA",0
42.43,-71.06,1968,58213,"Malden MA",0
42.43,-71.06,1965,56142,"Malden MA",0
42.43,-71.06,2002,57038,"Malden MA",0
42.43,-71.06,1971,56159,"Malden MA",0
39.19,-96.59,2008,52507,"Manhattan KS",0
39.19,-96.59,2009,53008,"Manhattan KS",0
39.19,-96.59,2007,51371,"Manhattan KS",0
39.19,-96.59,2010,52135,"Manhattan KS",0
40.76,-82.53,1988,51900,"Mansfield OH",0
45.11,-93.46,2007,62145,"Maple Grove MN",0
45.11,-93.46,2008,63335,"Maple Grove MN",0
45.11,-93.46,2006,60155,"Maple Grove MN",0
42.42,-71.11,2010,56173,"Medford MA",0
42.42,-71.11,1965,60429,"Medford MA",0
42.42,-71.11,1985,58263,"Medford MA",0
42.42,-71.11,1967,62036,"Medford MA",0
42.42,-71.11,1960,64971,"Medford MA",0
42.42,-71.11,1969,65000,"Medford MA",0
42.42,-71.11,1966,62486,"Medford MA",0
42.42,-71.11,1964,68090,"Medford MA",0
28.11,-80.64,2000,71382,"Melbourne FL",0
28.11,-80.64,1988,60624,"Melbourne FL",0
41.54,-72.8,1960,51850,"Meriden CT",0
41.54,-72.8,1963,54109,"Meriden CT",0
41.54,-72.8,1961,51850,"Meriden CT",0
41.54,-72.8,1965,54700,"Meriden CT",0
25.81,-80.14,1988,99010,"Miami Beach FL",0
25.81,-80.14,1962,68827,"Miami Beach FL",0
25.78,-80.21,1988,389720,"Miami FL",0
41.23,-73.06,1978,50077,"Milford CT",0
41.23,-73.06,1975,50520,"Milford CT",0
41.23,-73.06,1974,51100,"Milford CT",0
41.23,-73.06,1973,51966,"Milford CT",0
41.23,-73.06,1976,50916,"Milford CT",0
41.23,-73.06,1972,51453,"Milford CT",0
41.23,-73.06,1977,50408,"Milford CT",0
44.93,-93.46,2008,50231,"Minnetonka MN",0
44.93,-93.46,1993,50645,"Minnetonka MN",0
44.93,-93.46,2006,50379,"Minnetonka MN",0
26.21,-98.32,2004,55536,"Mission TX",0
46.87,-114.01,2004,61334,"Missoula MT",0
46.87,-114.01,2002,57512,"Missoula MT",0
46.87,-114.01,2003,60053,"Missoula MT",0
46.87,-114.01,2001,57195,"Missoula MT",0
46.87,-114.01,2000,57053,"Missoula MT",0
46.87,-114.01,1998,51580,"Missoula MT",0
32.51,-92.08,2003,52520,"Monroe LA",0
32.51,-92.08,2002,53270,"Monroe LA",0
34.05,-118.13,2010,60269,"Monterey Park CA",0
32.35,-86.28,1964,142562,"Montgomery AL",0
32.35,-86.28,1963,144280,"Montgomery AL",0
42.07,-87.94,2002,57086,"Mount Prospect IL",0
42.07,-87.94,1986,53580,"Mount Prospect IL",0
42.07,-87.94,2001,56550,"Mount Prospect IL",0
42.07,-87.94,2004,56049,"Mount Prospect IL",0
42.07,-87.94,1999,53950,"Mount Prospect IL",0
42.07,-87.94,2008,53405,"Mount Prospect IL",0
42.07,-87.94,1988,54350,"Mount Prospect IL",0
42.07,-87.94,1995,53960,"Mount Prospect IL",0
42.07,-87.94,2009,53028,"Mount Prospect IL",0
42.07,-87.94,2007,53849,"Mount Prospect IL",0
42.07,-87.94,2005,55243,"Mount Prospect IL",0
42.07,-87.94,1992,54101,"Mount Prospect IL",0
42.07,-87.94,1996,54037,"Mount Prospect IL",0
42.07,-87.94,1990,53170,"Mount Prospect IL",0
42.07,-87.94,2006,54775,"Mount Prospect IL",0
42.07,-87.94,1997,54260,"Mount Prospect IL",0
42.07,-87.94,2003,56334,"Mount Prospect IL",0
42.07,-87.94,1987,54790,"Mount Prospect IL",0
42.07,-87.94,1993,53700,"Mount Prospect IL",0
42.07,-87.94,1991,53692,"Mount Prospect IL",0
42.07,-87.94,1989,53312,"Mount Prospect IL",0
42.07,-87.94,1994,53952,"Mount Prospect IL",0
42.07,-87.94,1998,54620,"Mount Prospect IL",0
42.07,-87.94,2000,56265,"Mount Prospect IL",0
40.91,-73.83,1971,72800,"Mount Vernon NY",0
40.91,-73.83,1961,76010,"Mount Vernon NY",0
40.91,-73.83,1960,76010,"Mount Vernon NY",0
40.2,-85.39,1999,67976,"Muncie IN",0
40.2,-85.39,1998,69089,"Muncie IN",0
40.2,-85.39,1961,68603,"Muncie IN",0
40.2,-85.39,1993,73122,"Muncie IN",0
40.2,-85.39,1992,72544,"Muncie IN",0
40.2,-85.39,1991,71878,"Muncie IN",0
35.85,-86.39,1995,57073,"Murfreesboro TN",0
35.85,-86.39,1997,58289,"Murfreesboro TN",0
35.85,-86.39,1996,57768,"Murfreesboro TN",0
41.76,-88.15,2002,92312,"Naperville IL",0
41.76,-88.15,1987,61439,"Naperville IL",0
41.76,-88.15,2007,98480,"Naperville IL",0
41.76,-88.15,2004,96471,"Naperville IL",0
41.76,-88.15,1988,62354,"Naperville IL",0
41.76,-88.15,1998,109653,"Naperville IL",0
41.76,-88.15,1999,104886,"Naperville IL",0
41.76,-88.15,2005,97505,"Naperville IL",0
41.76,-88.15,2001,91445,"Naperville IL",0
41.76,-88.15,1996,101980,"Naperville IL",0
41.76,-88.15,2006,97746,"Naperville IL",0
41.76,-88.15,1997,102402,"Naperville IL",0
41.76,-88.15,1991,86190,"Naperville IL",0
41.76,-88.15,2003,95396,"Naperville IL",0
41.76,-88.15,1994,93027,"Naperville IL",0
41.76,-88.15,1995,101834,"Naperville IL",0
41.76,-88.15,1993,92592,"Naperville IL",0
41.76,-88.15,1992,86846,"Naperville IL",0
41.76,-88.15,1989,79907,"Naperville IL",0
41.76,-88.15,2000,90984,"Naperville IL",0
41.76,-88.15,2008,98245,"Naperville IL",0
41.76,-88.15,1986,51032,"Naperville IL",0
41.76,-88.15,2009,98578,"Naperville IL",0
41.76,-88.15,1990,85351,"Naperville IL",0
42.75,-71.49,2003,88574,"Nashua NH",0
42.75,-71.49,2001,88245,"Nashua NH",0
42.75,-71.49,1970,55820,"Nashua NH",0
42.75,-71.49,1999,83284,"Nashua NH",0
42.75,-71.49,2004,88086,"Nashua NH",0
42.75,-71.49,2000,86605,"Nashua NH",0
42.75,-71.49,1997,82211,"Nashua NH",0
42.75,-71.49,1998,83034,"Nashua NH",0
42.75,-71.49,2002,89357,"Nashua NH",0
41.68,-72.79,1976,79501,"New Britain CT",0
40.92,-73.78,1963,84358,"New Rochelle NY",0
42.33,-71.21,1976,89209,"Newton MA",0
42.33,-71.21,1997,86445,"Newton MA",0
42.33,-71.21,1960,92384,"Newton MA",0
43.09,-79.02,1999,56835,"Niagara Falls NY",0
40.52,-89,2007,51458,"Normal IL",0
40.52,-89,2006,50195,"Normal IL",0
40.52,-89,2008,52536,"Normal IL",0
40.52,-89,2009,52827,"Normal IL",0
35.23,-97.34,1971,55243,"Norman OK",0
36.27,-115.14,1992,52674,"North Las Vegas NV",0
36.27,-115.14,1989,54227,"North Las Vegas NV",0
36.27,-115.14,1991,50968,"North Las Vegas NV",0
25.9,-80.17,1996,55218,"North Miami FL",0
33.91,-118.08,1966,91600,"Norwalk CA",0
33.91,-118.08,1962,91015,"Norwalk CA",0
33.91,-118.08,1964,95213,"Norwalk CA",0
33.91,-118.08,1965,91600,"Norwalk CA",0
33.91,-118.08,1969,96537,"Norwalk CA",0
33.91,-118.08,1967,91600,"Norwalk CA",0
33.91,-118.08,1960,88739,"Norwalk CA",0
33.91,-118.08,1963,100316,"Norwalk CA",0
33.91,-118.08,1970,91827,"Norwalk CA",0
33.91,-118.08,1968,96285,"Norwalk CA",0
33.91,-118.08,1961,88739,"Norwalk CA",0
41.72,-87.75,1989,57687,"Oak Lawn IL",0
41.72,-87.75,1998,58315,"Oak Lawn IL",0
41.72,-87.75,2001,55525,"Oak Lawn IL",0
41.72,-87.75,1990,56182,"Oak Lawn IL",0
41.72,-87.75,1987,58410,"Oak Lawn IL",0
41.72,-87.75,1988,57941,"Oak Lawn IL",0
41.72,-87.75,2002,56052,"Oak Lawn IL",0
41.72,-87.75,1968,55022,"Oak Lawn IL",0
41.72,-87.75,2009,53028,"Oak Lawn IL",0
41.72,-87.75,2004,55398,"Oak Lawn IL",0
41.72,-87.75,1991,56734,"Oak Lawn IL",0
41.72,-87.75,1995,57066,"Oak Lawn IL",0
41.72,-87.75,1986,58839,"Oak Lawn IL",0
41.72,-87.75,1993,56752,"Oak Lawn IL",0
41.72,-87.75,1992,57166,"Oak Lawn IL",0
41.72,-87.75,2006,54281,"Oak Lawn IL",0
41.72,-87.75,2005,54469,"Oak Lawn IL",0
41.72,-87.75,2008,53182,"Oak Lawn IL",0
41.72,-87.75,1999,58128,"Oak Lawn IL",0
41.72,-87.75,1972,60779,"Oak Lawn IL",0
41.72,-87.75,2000,55245,"Oak Lawn IL",0
41.72,-87.75,2003,55639,"Oak Lawn IL",0
41.72,-87.75,1996,57148,"Oak Lawn IL",0
41.72,-87.75,1994,57018,"Oak Lawn IL",0
41.72,-87.75,2007,53571,"Oak Lawn IL",0
41.72,-87.75,1997,57384,"Oak Lawn IL",0
41.89,-87.79,2004,51065,"Oak Park IL",0
41.89,-87.79,1988,54042,"Oak Park IL",0
41.89,-87.79,1986,55202,"Oak Park IL",0
41.89,-87.79,1998,52139,"Oak Park IL",0
41.89,-87.79,1990,53648,"Oak Park IL",0
41.89,-87.79,2002,53291,"Oak Park IL",0
41.89,-87.79,1967,61538,"Oak Park IL",0
41.89,-87.79,2000,52524,"Oak Park IL",0
41.89,-87.79,2006,51030,"Oak Park IL",0
41.89,-87.79,1994,54864,"Oak Park IL",0
41.89,-87.79,1962,59796,"Oak Park IL",0
41.89,-87.79,1993,54608,"Oak Park IL",0
41.89,-87.79,2001,52790,"Oak Park IL",0
41.89,-87.79,1991,54175,"Oak Park IL",0
41.89,-87.79,1972,62889,"Oak Park IL",0
41.89,-87.79,1995,54746,"Oak Park IL",0
41.89,-87.79,1997,55050,"Oak Park IL",0
41.89,-87.79,1987,54479,"Oak Park IL",0
41.89,-87.79,2009,53286,"Oak Park IL",0
41.89,-87.79,1968,62405,"Oak Park IL",0
41.89,-87.79,1996,54824,"Oak Park IL",0
41.89,-87.79,2005,51192,"Oak Park IL",0
41.89,-87.79,1999,50995,"Oak Park IL",0
41.89,-87.79,1966,62200,"Oak Park IL",0
41.89,-87.79,2003,51818,"Oak Park IL",0
41.89,-87.79,1989,53844,"Oak Park IL",0
41.89,-87.79,1992,54587,"Oak Park IL",0
37.77,-122.22,1995,368771,"Oakland CA",0
29.19,-82.13,1996,54929,"Ocala FL",0
38.89,-94.81,1997,73617,"Olathe KS",0
38.89,-94.81,1995,72767,"Olathe KS",0
38.89,-94.81,1994,68556,"Olathe KS",0
38.89,-94.81,1996,72965,"Olathe KS",0
38.89,-94.81,1993,67939,"Olathe KS",0
38.89,-94.81,1998,81594,"Olathe KS",0
38.89,-94.81,1999,85843,"Olathe KS",0
38.89,-94.81,2003,101698,"Olathe KS",0
41.61,-87.85,2008,56098,"Orland Park IL",0
41.61,-87.85,2005,54902,"Orland Park IL",0
41.61,-87.85,2009,55864,"Orland Park IL",0
41.61,-87.85,2007,56016,"Orland Park IL",0
41.61,-87.85,2001,51330,"Orland Park IL",0
41.61,-87.85,2000,51077,"Orland Park IL",0
41.61,-87.85,2002,51817,"Orland Park IL",0
41.61,-87.85,2004,54200,"Orland Park IL",0
41.61,-87.85,2003,53503,"Orland Park IL",0
41.61,-87.85,2006,55667,"Orland Park IL",0
28.5,-81.37,1963,97811,"Orlando FL",0
28.5,-81.37,1988,155673,"Orlando FL",0
44.02,-88.55,1967,52132,"Oshkosh WI",0
44.02,-88.55,1975,51416,"Oshkosh WI",0
44.02,-88.55,1968,52000,"Oshkosh WI",0
44.02,-88.55,1998,58802,"Oshkosh WI",0
44.02,-88.55,1969,52000,"Oshkosh WI",0
44.02,-88.55,1972,54509,"Oshkosh WI",0
38.91,-94.68,2003,158875,"Overland Park KS",0
38.91,-94.68,1996,126107,"Overland Park KS",0
38.91,-94.68,1999,141012,"Overland Park KS",0
38.91,-94.68,1997,127234,"Overland Park KS",0
38.91,-94.68,1995,125764,"Overland Park KS",0
38.91,-94.68,1998,135931,"Overland Park KS",0
38.91,-94.68,1994,121108,"Overland Park KS",0
37.76,-87.12,1988,56581,"Owensboro KY",0
37.76,-87.12,2007,55702,"Owensboro KY",0
42.11,-88.04,2006,67593,"Palatine IL",0
42.11,-88.04,2009,67162,"Palatine IL",0
42.11,-88.04,2001,65811,"Palatine IL",0
42.11,-88.04,2008,67440,"Palatine IL",0
42.11,-88.04,2000,65479,"Palatine IL",0
42.11,-88.04,2007,67550,"Palatine IL",0
42.11,-88.04,2005,66661,"Palatine IL",0
42.11,-88.04,2002,66435,"Palatine IL",0
42.11,-88.04,1999,52704,"Palatine IL",0
42.11,-88.04,2004,67165,"Palatine IL",0
42.11,-88.04,2003,66710,"Palatine IL",0
27.99,-80.66,1996,77546,"Palm Bay FL",0
41.38,-81.73,1964,95080,"Parma OH",0
41.38,-81.73,1960,82845,"Parma OH",0
41.38,-81.73,1963,94924,"Parma OH",0
41.38,-81.73,1995,86170,"Parma OH",0
41.38,-81.73,1993,87181,"Parma OH",0
41.38,-81.73,1996,86339,"Parma OH",0
41.38,-81.73,1961,82845,"Parma OH",0
41.38,-81.73,1997,86439,"Parma OH",0
41.38,-81.73,1998,84540,"Parma OH",0
41.38,-81.73,1999,83698,"Parma OH",0
41.87,-71.37,1965,79700,"Pawtucket RI",0
41.87,-71.37,1962,80136,"Pawtucket RI",0
41.87,-71.37,1966,77538,"Pawtucket RI",0
26.01,-80.34,1996,84108,"Pembroke Pines FL",0
26.01,-80.34,1988,51500,"Pembroke Pines FL",0
30.44,-87.19,2000,56255,"Pensacola FL",0
30.44,-87.19,1996,61947,"Pensacola FL",0
30.44,-87.19,1988,66668,"Pensacola FL",0
40.74,-89.61,2001,113509,"Peoria IL",0
40.74,-89.61,1990,113504,"Peoria IL",0
40.74,-89.61,1998,113418,"Peoria IL",0
40.74,-89.61,2007,113137,"Peoria IL",0
40.74,-89.61,2009,114241,"Peoria IL",0
40.74,-89.61,1992,115492,"Peoria IL",0
40.74,-89.61,1999,111914,"Peoria IL",0
40.74,-89.61,1993,114807,"Peoria IL",0
40.74,-89.61,2002,114585,"Peoria IL",0
40.74,-89.61,1991,114619,"Peoria IL",0
40.74,-89.61,2004,113443,"Peoria IL",0
40.74,-89.61,2005,113161,"Peoria IL",0
40.74,-89.61,1987,110613,"Peoria IL",0
40.74,-89.61,1997,114261,"Peoria IL",0
40.74,-89.61,2006,113291,"Peoria IL",0
40.74,-89.61,1995,113627,"Peoria IL",0
40.74,-89.61,1996,113790,"Peoria IL",0
40.74,-89.61,1988,108841,"Peoria IL",0
40.74,-89.61,2003,113143,"Peoria IL",0
40.74,-89.61,1994,115346,"Peoria IL",0
40.74,-89.61,2008,113616,"Peoria IL",0
40.74,-89.61,2000,112936,"Peoria IL",0
40.52,-74.27,2010,50814,"Perth Amboy NJ",0
33.99,-118.09,1964,52070,"Pico Rivera CA",0
33.99,-118.09,1966,51000,"Pico Rivera CA",0
33.99,-118.09,1969,52643,"Pico Rivera CA",0
33.99,-118.09,1967,51000,"Pico Rivera CA",0
33.99,-118.09,1963,55532,"Pico Rivera CA",0
33.99,-118.09,1965,51000,"Pico Rivera CA",0
33.99,-118.09,1970,54170,"Pico Rivera CA",0
33.99,-118.09,1968,52738,"Pico Rivera CA",0
42.45,-73.26,1961,57879,"Pittsfield MA",0
42.45,-73.26,1966,58784,"Pittsfield MA",0
42.45,-73.26,1962,57967,"Pittsfield MA",0
42.45,-73.26,1964,60348,"Pittsfield MA",0
42.45,-73.26,1963,58606,"Pittsfield MA",0
42.45,-73.26,1960,57879,"Pittsfield MA",0
42.45,-73.26,1972,56906,"Pittsfield MA",0
26.13,-80.26,1988,58540,"Plantation FL",0
26.13,-80.26,1996,77142,"Plantation FL",0
45.02,-93.46,2007,70737,"Plymouth MN",0
45.02,-93.46,2006,70167,"Plymouth MN",0
45.02,-93.46,1993,55435,"Plymouth MN",0
45.02,-93.46,2008,71713,"Plymouth MN",0
26.24,-80.13,1988,69917,"Pompano Beach FL",0
42.65,-83.29,1995,67080,"Pontiac MI",0
42.65,-83.29,1994,69805,"Pontiac MI",0
42.65,-83.29,1991,71722,"Pontiac MI",0
42.65,-83.29,1993,69673,"Pontiac MI",0
42.65,-83.29,1996,67395,"Pontiac MI",0
42.65,-83.29,1990,71166,"Pontiac MI",0
42.65,-83.29,1989,71335,"Pontiac MI",0
27.28,-80.35,1996,72653,"Port Saint Lucie FL",0
43.66,-70.28,1966,76868,"Portland ME",0
40.25,-111.64,1972,53400,"Provo UT",0
40.25,-111.64,1970,53131,"Provo UT",0
42.26,-71.01,1966,87158,"Quincy MA",0
42.26,-71.01,1967,88778,"Quincy MA",0
42.26,-71.01,1965,87158,"Quincy MA",0
42.73,-87.81,1998,83843,"Racine WI",0
